ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
222109_at	0.0378	0.0039	-3.19	-2.179583	-1.6	GNL3L	G protein nucleolar 3 like
242254_at	0.0378	0.0039	-3.19	-2.179905	-1.98		
205688_at	0.0378	0.00391	-3.18	-2.181935	-1.52	TFAP4	transcription factor AP-4
229350_x_at	0.0378	0.00391	-3.18	-2.182056	-1.8	PARP10	poly(ADP-ribose) polymerase family member 10
206649_s_at	0.0378	0.00391	-3.18	-2.18231	-1.22	TFE3	transcription factor binding to IGHM enhancer 3
228055_at	0.038	0.00393	-3.18	-2.186028	-2.17	NAPSB	napsin B aspartic peptidase, pseudogene
205091_x_at	0.038	0.00393	-3.18	-2.186496	-1.44	RECQL	RecQ like helicase
210162_s_at	0.038	0.00393	-3.18	-2.186631	-1.2	NFATC1	nuclear factor of activated T-cells 1
242379_at	0.038	0.00393	-3.18	-2.187206	-1.92		
208369_s_at	0.038	0.00394	-3.18	-2.187654	-1.37	GCDH	glutaryl-CoA dehydrogenase
1564960_at	0.038	0.00394	-3.18	-2.188182	-1.42	KRTAP7-1	keratin associated protein 7-1 (gene/pseudogene)
1566099_at	0.038	0.00394	-3.18	-2.188883	-1.54	CD6	CD6 molecule
1553534_at	0.0381	0.00394	-3.18	-2.189728	-1.41	NLRP10	NLR family pyrin domain containing 10
229883_at	0.0381	0.00395	-3.18	-2.19006	-1.51	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D
239476_at	0.0381	0.00395	-3.18	-2.190125	-1.38		
235500_at	0.0381	0.00395	-3.18	-2.191166	-2.12	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)
243129_at	0.0381	0.00395	-3.18	-2.19138	-2.05	LOC642980	uncharacterized LOC642980
1561473_at	0.0381	0.00396	-3.18	-2.19221	-2.11	LOC102546226	uncharacterized LOC102546226
232790_at	0.0382	0.00397	-3.18	-2.194728	-1.35	RNASEH1-AS1	RNASEH1 antisense RNA 1
216069_at	0.0382	0.00397	-3.18	-2.195528	-2.25	PRMT2	protein arginine methyltransferase 2
237857_at	0.0382	0.00397	-3.18	-2.195715	-1.85		
228602_at	0.0382	0.00397	-3.18	-2.196305	-1.34	SGCD	sarcoglycan delta
244274_at	0.0382	0.00397	-3.18	-2.196456	-1.46		
230930_at	0.0383	0.00398	-3.18	-2.199154	-1.42	LOC338620	uncharacterized LOC338620
202122_s_at	0.0384	0.00399	-3.18	-2.199579	-1.44	PLIN3	perilipin 3
217574_at	0.0384	0.00399	-3.18	-2.200214	-1.02	CDH8	cadherin 8
208495_at	0.0384	0.00399	-3.18	-2.201388	-1.74	TLX3	T-cell leukemia homeobox 3
216495_x_at	0.0384	0.004	-3.18	-2.201885	-1.66		
204682_at	0.0384	0.004	-3.18	-2.202548	-1.35	LTBP2	latent transforming growth factor beta binding protein 2
241904_at	0.0384	0.004	-3.17	-2.2031	-1.3	LOC101930071///LIPE-AS1	uncharacterized LOC101930071///LIPE antisense RNA 1
211262_at	0.0385	0.004	-3.17	-2.203743	-1.77	PCSK6	proprotein convertase subtilisin/kexin type 6
220407_s_at	0.0385	0.00401	-3.17	-2.205784	-2.01	TGFB2	transforming growth factor beta 2
203653_s_at	0.0385	0.00401	-3.17	-2.206059	-1.4	COIL	coilin
1568932_at	0.0385	0.00401	-3.17	-2.206151	-1.86		
239586_at	0.0385	0.00402	-3.17	-2.206737	-1.4	FAM83A	family with sequence similarity 83 member A
215387_x_at	0.0386	0.00402	-3.17	-2.207488	-1.66		
219658_at	0.0386	0.00402	-3.17	-2.207623	-1.58	PTCD2	pentatricopeptide repeat domain 2
230213_at	0.0386	0.00402	-3.17	-2.208013	-1.67	C19orf43	chromosome 19 open reading frame 43
235383_at	0.0386	0.00403	-3.17	-2.210239	-1.58	MYO7B	myosin VIIB
213779_at	0.0387	0.00404	-3.17	-2.21171	-1.0	EMID1	EMI domain containing 1
230754_at	0.0387	0.00404	-3.17	-2.211826	-1.34	ZBTB38	zinc finger and BTB domain containing 38
219018_s_at	0.0387	0.00404	-3.17	-2.212284	-1.48	CCDC85C	coiled-coil domain containing 85C
210083_at	0.0387	0.00404	-3.17	-2.21236	-1.5	SEMA7A	semaphorin 7A (John Milton Hagen blood group)
222886_at	0.0387	0.00405	-3.17	-2.214272	-1.82	NSUN3	NOP2/Sun RNA methyltransferase family member 3
34697_at	0.0387	0.00405	-3.17	-2.214465	-1.35	LRP6	LDL receptor related protein 6
234091_at	0.0388	0.00406	-3.17	-2.217458	-1.73		
1566454_at	0.0389	0.00408	-3.17	-2.221091	-1.88	LOC100507494	uncharacterized LOC100507494
237418_at	0.039	0.00409	-3.17	-2.223275	-1.94		
203567_s_at	0.039	0.00409	-3.17	-2.223785	-1.87	TRIM38	tripartite motif containing 38
214586_at	0.039	0.00409	-3.17	-2.224121	-1.2	GPR37	G protein-coupled receptor 37
208562_s_at	0.039	0.0041	-3.17	-2.225243	-1.54	ABCC9	ATP binding cassette subfamily C member 9
232606_at	0.039	0.0041	-3.16	-2.225688	-2.13	ANK2	ankyrin 2, neuronal
210353_s_at	0.0391	0.00411	-3.16	-2.227639	-1.83	SLC6A2	solute carrier family 6 member 2
222046_at	0.0392	0.00412	-3.16	-2.230441	-1.6	SRRT	serrate, RNA effector molecule
224037_at	0.0392	0.00412	-3.16	-2.230726	-1.26	SDAD1	SDA1 domain containing 1
232435_at	0.0392	0.00412	-3.16	-2.231075	-1.7	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit
227939_s_at	0.0392	0.00413	-3.16	-2.231548	-1.62	TRA2A	transformer 2 alpha homolog
237349_at	0.0392	0.00413	-3.16	-2.231559	-1.67		
1569393_at	0.0392	0.00413	-3.16	-2.232146	-1.43	MGC15885	uncharacterized protein MGC15885
244489_at	0.0392	0.00413	-3.16	-2.232227	-1.74		
1564753_at	0.0393	0.00413	-3.16	-2.233574	-1.85		
1563480_at	0.0393	0.00414	-3.16	-2.23468	-1.73		
206309_at	0.0393	0.00414	-3.16	-2.234717	-1.38	LECT1	leukocyte cell derived chemotaxin 1
1561892_at	0.0394	0.00416	-3.16	-2.238406	-2.15	ZMYM6	zinc finger MYM-type containing 6
236007_at	0.0395	0.00417	-3.16	-2.240405	-1.3	AKAP10	A-kinase anchoring protein 10
242429_at	0.0395	0.00417	-3.16	-2.240836	-1.4	ZNF567	zinc finger protein 567
232730_at	0.0395	0.00417	-3.16	-2.24104	-1.06	C19orf44	chromosome 19 open reading frame 44
239786_at	0.0395	0.00417	-3.16	-2.24228	-1.39	DCN	decorin
206908_s_at	0.0395	0.00417	-3.16	-2.242512	-1.76	CLDN11	claudin 11
243598_at	0.0395	0.00418	-3.16	-2.242842	-1.59		
220882_at	0.0396	0.00418	-3.16	-2.243669	-1.05		
241037_at	0.0396	0.00418	-3.16	-2.243773	-1.65		
239046_at	0.0396	0.00418	-3.16	-2.243836	-1.84		
241909_at	0.0396	0.00418	-3.16	-2.244483	-2.0	TNKS2	tankyrase 2
1562976_at	0.0396	0.00418	-3.16	-2.244682	-1.71		
234848_at	0.0396	0.00419	-3.16	-2.245774	-1.91		
239501_at	0.0397	0.0042	-3.15	-2.248494	-1.66		
241917_at	0.0397	0.00421	-3.15	-2.249441	-1.79		
233106_at	0.0398	0.00421	-3.15	-2.250271	-1.38	FRMD6-AS1	FRMD6 antisense RNA 1
241945_at	0.0398	0.00422	-3.15	-2.252124	-1.31	LOC101929681	uncharacterized LOC101929681
244257_at	0.0398	0.00422	-3.15	-2.252418	-1.9		
205315_s_at	0.0398	0.00422	-3.15	-2.253088	-1.56	SNTB2	syntrophin beta 2
206654_s_at	0.0398	0.00422	-3.15	-2.253376	-1.71	POLR3G	RNA polymerase III subunit G
213870_at	0.0399	0.00423	-3.15	-2.254037	-1.44	COL11A2	collagen type XI alpha 2 chain
238220_at	0.0399	0.00423	-3.15	-2.254219	-2.13	KDM6A	lysine demethylase 6A
235623_at	0.0399	0.00423	-3.15	-2.254616	-1.03	ELP2	elongator acetyltransferase complex subunit 2
230086_at	0.0399	0.00423	-3.15	-2.254869	-1.54	FNBP1	formin binding protein 1
233906_at	0.0399	0.00423	-3.15	-2.25488	-1.35		
242743_at	0.0399	0.00423	-3.15	-2.255848	-1.52		
242849_at	0.0399	0.00424	-3.15	-2.256438	-1.84		
239906_at	0.0399	0.00424	-3.15	-2.257207	-1.38		
240646_at	0.0399	0.00424	-3.15	-2.257406	-1.06	GIMAP8	GTPase, IMAP family member 8
1561000_at	0.04	0.00425	-3.15	-2.259859	-1.7		
238869_at	0.04	0.00425	-3.15	-2.260136	-1.22		
235651_at	0.0401	0.00427	-3.15	-2.262502	-2.58	TTC22	tetratricopeptide repeat domain 22
236863_at	0.0401	0.00427	-3.15	-2.263613	-1.2	C17orf67	chromosome 17 open reading frame 67
236098_at	0.0401	0.00427	-3.15	-2.26394	-1.78	SMIM6	small integral membrane protein 6
232077_s_at	0.0401	0.00428	-3.15	-2.264759	-2.14	YPEL3	yippee like 3
208224_at	0.0401	0.00428	-3.15	-2.264786	-1.64	HOXB1	homeobox B1
217641_at	0.0402	0.00428	-3.15	-2.266182	-1.28	GPR135	G protein-coupled receptor 135
222835_at	0.0403	0.00429	-3.15	-2.268068	-1.67	THSD4	thrombospondin type 1 domain containing 4
237181_at	0.0403	0.00429	-3.15	-2.268486	-1.91		
1555697_at	0.0403	0.00429	-3.15	-2.268507	-1.75	KLK4	kallikrein related peptidase 4
235168_at	0.0403	0.00429	-3.15	-2.268757	-1.36	PIGM	phosphatidylinositol glycan anchor biosynthesis class M
236760_at	0.0403	0.0043	-3.15	-2.269842	-1.91	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
237316_at	0.0404	0.00431	-3.14	-2.271291	-1.28	ANKDD1A	ankyrin repeat and death domain containing 1A
215435_at	0.0404	0.00431	-3.14	-2.273165	-1.46		
215134_at	0.0404	0.00431	-3.14	-2.273247	-1.13	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha
204318_s_at	0.0405	0.00432	-3.14	-2.275095	-1.9	GTSE1	G2 and S-phase expressed 1
236109_at	0.0405	0.00433	-3.14	-2.275515	-1.65		
217711_at	0.0405	0.00433	-3.14	-2.276405	-1.42	TEK	TEK receptor tyrosine kinase
1557133_at	0.0405	0.00433	-3.14	-2.276883	-1.57	LINC00632	long intergenic non-protein coding RNA 632
240357_at	0.0405	0.00433	-3.14	-2.277245	-1.23		
1557986_s_at	0.0405	0.00433	-3.14	-2.277508	-2.0	SMCR8	Smith-Magenis syndrome chromosome region, candidate 8
230628_at	0.0405	0.00434	-3.14	-2.277714	-1.64	EP400	E1A binding protein p400
1559245_at	0.0406	0.00434	-3.14	-2.279466	-1.65		
204595_s_at	0.0406	0.00435	-3.14	-2.280035	-1.56	STC1	stanniocalcin 1
232802_at	0.0407	0.00436	-3.14	-2.281958	-1.66	SYT8	synaptotagmin 8
223779_at	0.0407	0.00436	-3.14	-2.282084	-1.94	AFAP1-AS1	AFAP1 antisense RNA 1
236041_at	0.0407	0.00436	-3.14	-2.282987	-1.51		
219622_at	0.0407	0.00436	-3.14	-2.283504	-1.68	RAB20	RAB20, member RAS oncogene family
240870_at	0.0407	0.00436	-3.14	-2.283521	-1.65		
1563075_s_at	0.0407	0.00437	-3.14	-2.284048	-1.95		
244480_at	0.0407	0.00437	-3.14	-2.284545	-1.67		
238832_at	0.0408	0.00437	-3.14	-2.285589	-1.7	KLHL34	kelch like family member 34
232813_s_at	0.0408	0.00437	-3.14	-2.286	-1.68	GOLGA6D///GOLGA6C///GOLGA6A///GOLGA6B	golgin A6 family member D///golgin A6 family member C///golgin A6 family member A///golgin A6 family member B
214633_at	0.0408	0.00438	-3.14	-2.286317	-1.98	SOX3	SRY-box 3
201206_s_at	0.0408	0.00438	-3.14	-2.286448	-1.89	RRBP1	ribosome binding protein 1
211621_at	0.0408	0.00438	-3.14	-2.286972	-1.27	AR	androgen receptor
1560031_at	0.0408	0.00438	-3.14	-2.287166	-1.95	FRMD4A	FERM domain containing 4A
1569537_at	0.0408	0.00438	-3.14	-2.287923	-1.86	LINC00463	long intergenic non-protein coding RNA 463
235432_at	0.0408	0.00439	-3.14	-2.28897	-1.06	NPHP3	nephronophthisis 3 (adolescent)
228860_at	0.0409	0.00439	-3.14	-2.290092	-1.43	UBE3B	ubiquitin protein ligase E3B
1566987_s_at	0.0409	0.00439	-3.14	-2.290335	-1.2	LINC00674	long intergenic non-protein coding RNA 674
238398_s_at	0.0409	0.0044	-3.14	-2.290855	-1.73		
212759_s_at	0.0409	0.0044	-3.14	-2.291241	-1.74	TCF7L2	transcription factor 7 like 2
233313_at	0.0409	0.00441	-3.14	-2.292579	-1.16		
1559807_at	0.0409	0.00441	-3.14	-2.292638	-2.18		
1561604_at	0.0409	0.00441	-3.14	-2.293012	-1.53		
1560866_at	0.0409	0.00441	-3.13	-2.293577	-1.92	WNK2	WNK lysine deficient protein kinase 2
1565674_at	0.041	0.00442	-3.13	-2.294678	-1.72	FCGR2C///FCGR2A	Fc fragment of IgG receptor IIc (gene/pseudogene)///Fc fragment of IgG receptor IIa
214078_at	0.041	0.00442	-3.13	-2.295638	-1.32	PAK3	p21 (RAC1) activated kinase 3
1559616_x_at	0.041	0.00442	-3.13	-2.29587	-1.25	ZNF626	zinc finger protein 626
38158_at	0.041	0.00442	-3.13	-2.296029	-1.45	ESPL1	extra spindle pole bodies like 1, separase
227400_at	0.041	0.00442	-3.13	-2.296248	-1.66	NFIX	nuclear factor I X
216775_at	0.041	0.00443	-3.13	-2.297355	-1.95	USP53	ubiquitin specific peptidase 53
241304_at	0.0411	0.00443	-3.13	-2.298534	-1.59	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3
234024_at	0.0411	0.00444	-3.13	-2.299164	-1.69	CBLN4	cerebellin 4 precursor
1560445_x_at	0.0411	0.00444	-3.13	-2.299224	-1.23	ARHGEF1	Rho guanine nucleotide exchange factor 1
237383_at	0.0411	0.00444	-3.13	-2.299629	-1.11		
221794_at	0.0411	0.00444	-3.13	-2.300067	-1.57	DOCK6	dedicator of cytokinesis 6
1552309_a_at	0.0411	0.00444	-3.13	-2.300086	-1.36	NEXN	nexilin F-actin binding protein
244729_at	0.0411	0.00444	-3.13	-2.300398	-1.27		
235077_at	0.0411	0.00445	-3.13	-2.300993	-1.4	MEG3	maternally expressed 3 (non-protein coding)
213298_at	0.0411	0.00445	-3.13	-2.301589	-1.95	NFIC	nuclear factor I C
210357_s_at	0.0412	0.00445	-3.13	-2.302558	-1.03	SMOX	spermine oxidase
1556012_at	0.0412	0.00446	-3.13	-2.303514	-1.94	KLHDC7A	kelch domain containing 7A
215383_x_at	0.0412	0.00446	-3.13	-2.303713	-1.16	SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)
1555868_at	0.0412	0.00446	-3.13	-2.304362	-2.01	LOC100507477	uncharacterized LOC100507477
231334_at	0.0412	0.00447	-3.13	-2.305495	-1.28	LOC101929480	uncharacterized LOC101929480
242611_at	0.0413	0.00447	-3.13	-2.306636	-1.08		
1555409_a_at	0.0413	0.00448	-3.13	-2.307342	-1.81	BAGE2///BAGE3///BAGE5///KMT2C	B melanoma antigen family member 2///B melanoma antigen family member 3///B melanoma antigen family member 5///lysine methyltransferase 2C
244702_at	0.0413	0.00448	-3.13	-2.307567	-2.2		
237981_at	0.0413	0.00448	-3.13	-2.308766	-1.93	CMYA5	cardiomyopathy associated 5
205107_s_at	0.0413	0.00448	-3.13	-2.308982	-1.97	EFNA4	ephrin A4
221374_at	0.0413	0.00449	-3.13	-2.310309	-1.74	FGF16	fibroblast growth factor 16
234087_at	0.0414	0.00449	-3.13	-2.310762	-1.77		
243822_at	0.0414	0.00449	-3.13	-2.310766	-1.45		
208690_s_at	0.0414	0.00449	-3.13	-2.310798	-1.52	PDLIM1	PDZ and LIM domain 1
242274_x_at	0.0414	0.00449	-3.13	-2.311011	-1.62	SLC25A42	solute carrier family 25 member 42
1555853_at	0.0414	0.0045	-3.13	-2.312635	-1.54	PSMB8-AS1	PSMB8 antisense RNA 1 (head to head)
242310_at	0.0415	0.00452	-3.12	-2.316219	-1.7		
244440_at	0.0415	0.00452	-3.12	-2.316795	-1.75		
211116_at	0.0415	0.00452	-3.12	-2.316959	-2.3	SLC9A2	solute carrier family 9 member A2
242413_at	0.0416	0.00453	-3.12	-2.318943	-1.32		
214015_at	0.0416	0.00453	-3.12	-2.319046	-1.74	SOCS7	suppressor of cytokine signaling 7
213827_at	0.0416	0.00453	-3.12	-2.319343	-1.09	ARHGAP33	Rho GTPase activating protein 33
235834_at	0.0416	0.00454	-3.12	-2.320798	-1.99	CALD1	caldesmon 1
1570424_at	0.0417	0.00454	-3.12	-2.321328	-1.46		
243310_at	0.0417	0.00455	-3.12	-2.321753	-1.73		
230402_at	0.0417	0.00455	-3.12	-2.322051	-1.36	DUSP15	dual specificity phosphatase 15
241155_at	0.0417	0.00455	-3.12	-2.322129	-2.11		
242781_at	0.0417	0.00455	-3.12	-2.323	-1.52	FAM199X	family with sequence similarity 199, X-linked
233956_at	0.0417	0.00455	-3.12	-2.323152	-1.61		
239886_at	0.0417	0.00455	-3.12	-2.323296	-1.39		
226530_at	0.0417	0.00455	-3.12	-2.323335	-1.29	BMF	Bcl2 modifying factor
239154_at	0.0417	0.00455	-3.12	-2.323599	-1.0		
220430_at	0.0417	0.00456	-3.12	-2.323966	-1.36	FAM110D	family with sequence similarity 110 member D
210268_at	0.0417	0.00456	-3.12	-2.325448	-2.07	NFX1	nuclear transcription factor, X-box binding 1
1553717_at	0.0417	0.00456	-3.12	-2.325568	-1.83	KCTD7///RABGEF1	potassium channel tetramerization domain containing 7///RAB guanine nucleotide exchange factor 1
241171_at	0.0418	0.00457	-3.12	-2.325954	-1.78		
233187_s_at	0.0418	0.00457	-3.12	-2.326004	-1.96		
239331_at	0.0418	0.00457	-3.12	-2.327126	-1.25		
244214_at	0.0418	0.00457	-3.12	-2.327375	-1.54	LOC101928069	uncharacterized LOC101928069
217306_at	0.0418	0.00458	-3.12	-2.328108	-1.86		
217405_x_at	0.0418	0.00458	-3.12	-2.328506	-1.52	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
1562743_at	0.0418	0.00458	-3.12	-2.328574	-2.07	ZNF33B	zinc finger protein 33B
240289_at	0.0418	0.00458	-3.12	-2.328903	-1.58	PDLIM3	PDZ and LIM domain 3
244282_at	0.0418	0.00459	-3.12	-2.329774	-2.07		
237097_at	0.0418	0.00459	-3.12	-2.330236	-1.48	EHD4	EH domain containing 4
228097_at	0.0419	0.00459	-3.12	-2.331235	-1.84	MYLIP	myosin regulatory light chain interacting protein
237703_at	0.0419	0.00459	-3.12	-2.331543	-1.77		
242248_at	0.042	0.0046	-3.12	-2.33353	-1.1	PHKB	phosphorylase kinase regulatory subunit beta
237725_x_at	0.042	0.00461	-3.12	-2.334113	-1.91	SMC5	structural maintenance of chromosomes 5
1554964_x_at	0.042	0.00461	-3.12	-2.334424	-1.5		
203510_at	0.042	0.00461	-3.12	-2.335017	-1.87	MET	MET proto-oncogene, receptor tyrosine kinase
237522_at	0.042	0.00461	-3.12	-2.335681	-1.44	FAS-AS1	FAS antisense RNA 1
233693_at	0.042	0.00462	-3.12	-2.335931	-1.38	STPG1	sperm tail PG-rich repeat containing 1
1555415_at	0.042	0.00462	-3.12	-2.336438	-1.69		
1556849_at	0.042	0.00462	-3.12	-2.336666	-1.9		
235214_at	0.042	0.00462	-3.12	-2.337722	-1.37	LURAP1	leucine rich adaptor protein 1
1555811_at	0.0421	0.00463	-3.11	-2.339129	-1.54	ARHGDIB	Rho GDP dissociation inhibitor beta
242609_x_at	0.0421	0.00464	-3.11	-2.340081	-1.36		
231577_s_at	0.0421	0.00464	-3.11	-2.340483	-1.85	GBP1	guanylate binding protein 1
205603_s_at	0.0421	0.00464	-3.11	-2.341548	-1.16	DIAPH2	diaphanous related formin 2
240145_at	0.0422	0.00465	-3.11	-2.34218	-1.48	DGKH	diacylglycerol kinase eta
1565650_at	0.0422	0.00465	-3.11	-2.343775	-1.91		
1561850_at	0.0422	0.00466	-3.11	-2.344332	-1.82	LOC100133669	uncharacterized LOC100133669
231886_at	0.0423	0.00466	-3.11	-2.344903	-2.11	LOC100134822	uncharacterized LOC100134822
1569932_at	0.0423	0.00466	-3.11	-2.345257	-1.7	NHSL2	NHS like 2
1566951_at	0.0423	0.00467	-3.11	-2.346416	-1.81		
226056_at	0.0424	0.00468	-3.11	-2.347991	-1.39	ARHGAP31	Rho GTPase activating protein 31
215912_at	0.0424	0.00468	-3.11	-2.34972	-1.24	GNAO1	G protein subunit alpha o1
1560988_a_at	0.0424	0.00468	-3.11	-2.349731	-1.58	LINC00556	long intergenic non-protein coding RNA 556
1555629_at	0.0425	0.00469	-3.11	-2.351546	-1.41	HAVCR2	hepatitis A virus cellular receptor 2
235171_at	0.0425	0.00469	-3.11	-2.3518	-1.6	LOC100505501	uncharacterized LOC100505501
211899_s_at	0.0425	0.0047	-3.11	-2.353011	-1.36	TRAF4	TNF receptor associated factor 4
229392_s_at	0.0425	0.0047	-3.11	-2.353045	-1.08	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2
232021_at	0.0426	0.00471	-3.11	-2.353948	-1.65	GXYLT1	glucoside xylosyltransferase 1
1558714_at	0.0426	0.00471	-3.11	-2.354748	-1.41		
232932_at	0.0427	0.00472	-3.11	-2.357224	-1.57		
240403_at	0.0427	0.00473	-3.11	-2.358033	-1.83		
1565951_s_at	0.0427	0.00473	-3.11	-2.35842	-1.34	CHML	CHM like, Rab escort protein 2
1552799_at	0.0427	0.00473	-3.11	-2.35859	-1.45	TSNARE1	t-SNARE domain containing 1
1554721_a_at	0.0428	0.00474	-3.11	-2.360075	-1.62	TAF2	TATA-box binding protein associated factor 2
206372_at	0.0428	0.00474	-3.1	-2.361057	-1.87	MYF6	myogenic factor 6
235294_at	0.0428	0.00474	-3.1	-2.361168	-1.9	SIKE1	suppressor of IKBKE 1
239004_at	0.0428	0.00475	-3.1	-2.361747	-1.34	SQSTM1	sequestosome 1
33814_at	0.0428	0.00475	-3.1	-2.361984	-1.2	PAK4	p21 (RAC1) activated kinase 4
235247_at	0.0428	0.00475	-3.1	-2.362902	-1.83		
237985_at	0.0428	0.00475	-3.1	-2.363131	-2.12		
212398_at	0.0428	0.00476	-3.1	-2.36371	-1.76	RDX	radixin
216697_at	0.0429	0.00476	-3.1	-2.364372	-1.74	TRIO	trio Rho guanine nucleotide exchange factor
1552729_at	0.0429	0.00476	-3.1	-2.364501	-1.46	SNORA17B///SNORA17A///SNHG7	small nucleolar RNA, H/ACA box 17B///small nucleolar RNA, H/ACA box 17A///small nucleolar RNA host gene 7
1557275_a_at	0.0429	0.00477	-3.1	-2.36605	-2.21	TLCD2	TLC domain containing 2
1552873_s_at	0.0429	0.00477	-3.1	-2.366115	-1.66	ASMTL-AS1	ASMTL antisense RNA 1
215268_at	0.0429	0.00477	-3.1	-2.366386	-1.62	KIAA0754	KIAA0754
1559575_a_at	0.0429	0.00477	-3.1	-2.366448	-1.69	AQP12B///AQP12A	aquaporin 12B///aquaporin 12A
1557452_at	0.0429	0.00477	-3.1	-2.367156	-1.76		
224103_at	0.0429	0.00477	-3.1	-2.367273	-1.67	LOC100132661	PRO0419
223720_at	0.043	0.00478	-3.1	-2.368942	-1.52	SPINK7	serine peptidase inhibitor, Kazal type 7 (putative)
243589_at	0.043	0.00479	-3.1	-2.369671	-1.28	KANSL1	KAT8 regulatory NSL complex subunit 1
1555436_a_at	0.043	0.00479	-3.1	-2.369718	-1.24	AFF4	AF4/FMR2 family member 4
242110_at	0.043	0.00479	-3.1	-2.370489	-1.46		
233308_at	0.043	0.00479	-3.1	-2.371076	-1.89	COPB1	coatomer protein complex subunit beta 1
238808_at	0.043	0.0048	-3.1	-2.372124	-1.36	HOXA13	homeobox A13
221985_at	0.043	0.0048	-3.1	-2.372183	-1.01	KLHL24	kelch like family member 24
217020_at	0.0431	0.00481	-3.1	-2.373544	-1.76	RARB	retinoic acid receptor beta
214716_at	0.0431	0.00481	-3.1	-2.374551	-1.68	BMP2K	BMP2 inducible kinase
214980_at	0.0432	0.00482	-3.1	-2.376678	-1.24	UBE3A	ubiquitin protein ligase E3A
1555377_at	0.0433	0.00483	-3.1	-2.378902	-1.79	OR4D2	olfactory receptor family 4 subfamily D member 2
235385_at	0.0434	0.00485	-3.1	-2.381476	-1.72	MARCH1	membrane associated ring-CH-type finger 1
216682_s_at	0.0435	0.00486	-3.09	-2.384035	-1.48	SUPT20H	SPT20 homolog, SAGA complex component
203144_s_at	0.0435	0.00487	-3.09	-2.38587	-1.37	KIAA0040	KIAA0040
229807_s_at	0.0436	0.00488	-3.09	-2.386823	-1.93		
222631_at	0.0436	0.00488	-3.09	-2.387429	-1.33	SEPSECS-AS1///PI4K2B	SEPSECS antisense RNA 1 (head to head)///phosphatidylinositol 4-kinase type 2 beta
223220_s_at	0.0436	0.00488	-3.09	-2.388404	-1.75	PARP9	poly(ADP-ribose) polymerase family member 9
236348_at	0.0436	0.00488	-3.09	-2.388415	-1.79	TMEM176B	transmembrane protein 176B
217469_at	0.0436	0.00488	-3.09	-2.388676	-1.4	IGH	immunoglobulin heavy locus
243915_at	0.0436	0.00489	-3.09	-2.388928	-1.33		
1552604_at	0.0436	0.00489	-3.09	-2.389007	-1.6	LINC00308	long intergenic non-protein coding RNA 308
212702_s_at	0.0436	0.00489	-3.09	-2.389321	-1.01	BICD2	BICD cargo adaptor 2
244450_at	0.0437	0.0049	-3.09	-2.391079	-1.38		
216832_at	0.0437	0.00491	-3.09	-2.392801	-1.8	RUNX1T1	RUNX1 translocation partner 1
223915_at	0.0438	0.00491	-3.09	-2.393373	-1.75	BCOR	BCL6 corepressor
241015_at	0.0438	0.00491	-3.09	-2.393702	-1.92		
232223_at	0.0438	0.00492	-3.09	-2.395077	-1.8	RGS3	regulator of G-protein signaling 3
234157_at	0.0438	0.00492	-3.09	-2.395403	-1.96		
240146_at	0.0438	0.00492	-3.09	-2.395778	-1.38		
234239_at	0.0438	0.00492	-3.09	-2.396069	-1.35		
216859_x_at	0.0439	0.00493	-3.09	-2.396774	-1.19		
239449_at	0.0439	0.00493	-3.09	-2.397034	-1.41		
1562695_at	0.0439	0.00493	-3.09	-2.397811	-1.71	FOXN4	forkhead box N4
229571_at	0.0439	0.00494	-3.09	-2.398366	-1.17		
230604_at	0.0439	0.00494	-3.09	-2.399079	-1.14		
243879_at	0.044	0.00494	-3.09	-2.399861	-1.63		
235326_at	0.044	0.00495	-3.09	-2.400076	-1.92	CPSF7	cleavage and polyadenylation specific factor 7
239816_at	0.044	0.00495	-3.09	-2.400184	-1.58	POLD3	DNA polymerase delta 3, accessory subunit
224218_s_at	0.044	0.00495	-3.09	-2.400587	-1.98	TRPS1	transcriptional repressor GATA binding 1
225868_at	0.044	0.00495	-3.09	-2.400739	-1.55	TRIM47	tripartite motif containing 47
1561190_at	0.044	0.00495	-3.09	-2.401021	-1.5	CDKL3	cyclin dependent kinase like 3
206026_s_at	0.044	0.00496	-3.09	-2.402456	-1.38	TNFAIP6	TNF alpha induced protein 6
